CODIGO-IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;SG_UF_PROGRAMA;NM_REGIAO;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016062P2;INOVAÇÃO FARMACÊUTICA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016063P9;EDUCAÇÃO;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;JATAÍ                ;ACADÊMICO   
52001016064P5;ZOOTECNIA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016065P1;PROJETO E CIDADE;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016067P4;MODELAGEM E OTIMIZAÇÃO;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016068P0;ADMINISTRAÇÃO;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016069P7;ENGENHARIA QUÍMICA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016070P5;BIODIVERSIDADE ANIMAL;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016071P1;PSICOLOGIA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016072P8;ASSISTÊNCIA E AVALIAÇÃO EM SAÚDE;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016101P8;ECONOMIA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016102P4;ENGENHARIA AMBIENTAL E SANITÁRIA;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016103P0;CIÊNCIAS EXATAS E TECNOLÓGICAS;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;CATALÃO              ;ACADÊMICO   
52001016104P7;CIÊNCIAS CONTÁBEIS;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52001016105P3;BIOCIÊNCIA ANIMAL;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;JATAÍ                ;ACADÊMICO   
52001016106P0;ENGENHARIA DE PRODUÇÃO;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;CATALÃO              ;ACADÊMICO   
52001016107P6;DIREITO E POLÍTICAS PÚBLICAS;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;PROFISSIONAL
52002012001P0;PSICOLOGIA;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012002P6;CIÊNCIAS DA RELIGIÃO;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012004P9;EDUCAÇÃO;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012006P1;CIÊNCIAS AMBIENTAIS E SAÚDE;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012007P8;DESENVOLVIMENTO E PLANEJAMENTO TERRITORIAL;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012008P4;GENÉTICA;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012013P8;HISTÓRIA;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012015P0;ENGENHARIA DE PRODUÇÃO E SISTEMAS;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52002012016P7;ATENÇÃO À SAÚDE;PUC-GOIÁS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;ACADÊMICO   
52004015001P2;PRODUÇÃO VEGETAL;FESURV;UNIVERSIDADE DE RIO VERDE;GO;CENTRO-OESTE;RIO VERDE            ;ACADÊMICO   
52005011001P9;TECNOLOGIA DE PROCESSOS SUSTENTÁVEIS;IFG;INSTIT FEDERAL DE EDUCACÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;GO;CENTRO-OESTE;GOIÂNIA              ;PROFISSIONAL
52005011002P5;EDUCAÇÃO PARA CIÊNCIAS E MATEMÁTICA;IFG;INSTIT FEDERAL DE EDUCACÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;GO;CENTRO-OESTE;JATAÍ                ;PROFISSIONAL
52006018001P5;SOCIEDADE, TECNOLOGIA E MEIO AMBIENTE;UNIEVANGELICA;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;GO;CENTRO-OESTE;ANÁPOLIS             ;ACADÊMICO   
52010015002P5;ZOOTECNIA;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;RIO VERDE            ;ACADÊMICO   
52010015003P1;AGROQUÍMICA;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;RIO VERDE            ;ACADÊMICO   
52010015004P8;CIÊNCIAS AGRÁRIAS - AGRONOMIA;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;RIO VERDE            ;ACADÊMICO   
52010015005P4;OLERICULTURA;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;MORRINHOS            ;PROFISSIONAL
52010015101P3;IRRIGAÇÃO NO CERRADO;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;CERES                ;PROFISSIONAL
52010015102P0;PROTEÇÃO DE PLANTAS;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;GOIÂNIA              ;PROFISSIONAL
52010015103P6;TECNOLOGIA DE ALIMENTOS;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;RIO VERDE            ;PROFISSIONAL
52010015104P2;BIODIVERSIDADE E CONSERVAÇÃO;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;RIO VERDE            ;ACADÊMICO   
52010015105P9;CONSERVAÇÃO DE RECURSOS NATURAIS DO CERRADO;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;URUTAÍ               ;PROFISSIONAL
52010015106P5;BIOENERGIA E GRÃOS;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;GOIÂNIA              ;PROFISSIONAL
52010015107P1;ENGENHARIA APLICADA E SUSTENTABILIDADE;IFGOIANO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;GO;CENTRO-OESTE;GOIÂNIA              ;PROFISSIONAL
52012018001P1;CIÊNCIAS MOLECULARES;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;ANÁPOLIS             ;ACADÊMICO   
52012018002P8;ENGENHARIA AGRÍCOLA;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;ANÁPOLIS             ;ACADÊMICO   
52012018003P4;PRODUÇÃO VEGETAL;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;IPAMERI              ;ACADÊMICO   
52012018004P0;EDUCAÇÃO, LINGUAGEM E TECNOLOGIAS;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;ANÁPOLIS             ;ACADÊMICO   
52012018005P7;RECURSOS NATURAIS DO CERRADO (RENAC);UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;ANÁPOLIS             ;ACADÊMICO   
52012018006P3;TERRITÓRIOS E EXPRESSÕES CULTURAIS NO CERRADO;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;ANÁPOLIS             ;ACADÊMICO   
52012018007P0;ENSINO DE CIÊNCIAS;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;ANÁPOLIS             ;PROFISSIONAL
52012018008P6;CIÊNCIAS APLICADAS A PRODUTOS PARA SAÚDE;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;ANÁPOLIS             ;ACADÊMICO   
52012018009P2;AMBIENTE E SOCIEDADE;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;MORRINHOS            ;ACADÊMICO   
52012018010P0;DESENVOLVIMENTO RURAL SUSTENTÁVEL;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;SÃO LUÍS DE MONTES BE;PROFISSIONAL
52012018011P7;LÍNGUA, LITERATURA E INTERCULTURALIDADE;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;GO;CENTRO-OESTE;GOIÁS                ;ACADÊMICO   
52016013001P7;DESENVOLVIMENTO REGIONAL;UNIALFA;CENTRO UNIVERSITÁRIO ALVES FARIA;GO;CENTRO-OESTE;GOIÂNIA              ;PROFISSIONAL
52016013002P3;ADMINISTRAÇÃO;UNIALFA;CENTRO UNIVERSITÁRIO ALVES FARIA;GO;CENTRO-OESTE;GOIÂNIA              ;PROFISSIONAL
53001010001P0;EDUCAÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010002P6;FÍSICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010003P2;MATEMÁTICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010005P5;QUÍMICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010006P1;GEOLOGIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010007P8;CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR);UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010008P4;ECOLOGIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010009P0;SOCIOLOGIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010010P9;ANTROPOLOGIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010011P5;HISTÓRIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010012P1;ECONOMIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010015P0;MEDICINA TROPICAL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010016P7;ADMINISTRAÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010017P3;DIREITO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010018P0;CIÊNCIAS DA INFORMAÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010019P6;COMUNICAÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010021P0;FITOPATOLOGIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010022P7;LITERATURA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010023P3;LINGÜÍSTICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010025P6;RELAÇÕES INTERNACIONAIS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010026P2;CIÊNCIA POLÍTICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010029P1;ESTUDOS COMPARADOS SOBRE AS AMÉRICAS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010030P0;TRANSPORTES;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010031P6;PATOLOGIA MOLECULAR;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010032P2;GEOTECNIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010035P1;POLÍTICA SOCIAL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010036P8;ESTRUTURAS E CONSTRUÇÃO CIVIL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010038P0;BOTÂNICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010040P5;ARTES;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010041P1;TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010042P8;ARQUITETURA E URBANISMO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010043P4;GEOGRAFIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010044P0;DESENVOLVIMENTO SUSTENTÁVEL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010045P7;BIOLOGIA ANIMAL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010046P3;CIÊNCIAS FLORESTAIS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010047P0;CIÊNCIAS DA SAÚDE;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010048P6;FILOSOFIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010049P2;NUTRIÇÃO HUMANA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010051P7;CIENCIAS MEDICAS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010052P3;SISTEMAS MECATRÔNICOS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010053P0;CIÊNCIAS MECÂNICAS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010054P6;INFORMÁTICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010055P2;ADMINISTRAÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;PROFISSIONAL
53001010056P9;ENSINO DE CIÊNCIAS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;PROFISSIONAL
53001010057P5;MÚSICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010058P1;ECONOMIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;PROFISSIONAL
53001010059P8;ENGENHARIA ELÉTRICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;PROFISSIONAL
53001010061P2;TURISMO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;PROFISSIONAL
53001010062P9;PROCESSOS DE DESENVOLVIMENTO HUMANO E SAÚDE;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010063P5;AGRONEGÓCIOS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010064P1;PSICOLOGIA CLÍNICA E CULTURA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010065P8;PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES (PSTO);UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010066P4;EDUCAÇÃO FÍSICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010067P0;CIÊNCIAS ANIMAIS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010068P7;CIÊNCIAS DO COMPORTAMENTO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010070P1;SAÚDE ANIMAL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010071P8;AGRONOMIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010073P0;CONTABILIDADE - UNB - UFPB - UFRN;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010073P0;CONTABILIDADE - UNB - UFPB - UFRN;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010073P0;CONTABILIDADE - UNB - UFPB - UFRN;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010073P0;CONTABILIDADE - UNB - UFPB - UFRN;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010073P0;CONTABILIDADE - UNB - UFPB - UFRN;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010073P0;CONTABILIDADE - UNB - UFPB - UFRN;UFPB-JP;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010073P0;CONTABILIDADE - UNB - UFPB - UFRN;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010074P7;ESTATISTICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010075P3;GEOCIÊNCIAS APLICADAS E GEODINÂMICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010076P0;BIOÉTICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010078P2;LINGÜÍSTICA APLICADA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010080P7;ENGENHARIA ELÉTRICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010081P3;ENGENHARIA DE SISTEMAS ELETRÔNICOS E DE AUTOMAÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010082P0;ENFERMAGEM;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010083P6;ENGENHARIA BIOMÉDICA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010084P2;CIÊNCIAS DE MATERIAIS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010085P9;CIÊNCIAS FARMACÊUTICAS;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010086P5;INTEGRIDADE DE MATERIAIS DA ENGENHARIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010087P1;EDUCAÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;PROFISSIONAL
53001010088P8;CIÊNCIAS E TECNOLOGIAS EM SAÚDE;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010089P4;DESENVOLVIMENTO, SOCIEDADE E COOPERAÇÃO INTERNACIONAL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010090P2;SAÚDE COLETIVA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010091P9;ESTUDOS DE TRADUÇÃO;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010092P5;SAÚDE COLETIVA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;PROFISSIONAL
53001010093P1;MEIO AMBIENTE E DESENVOLVIMENTO RURAL;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010094P8;BIOLOGIA MICROBIANA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
53001010095P4;DIREITOS HUMANOS E CIDADANIA;UNB;UNIVERSIDADE DE BRASÍLIA;DF;CENTRO-OESTE;BRASÍLIA             ;ACADÊMICO   
